"name","recclass","mass","fall","year","reclat","reclong","GeoLocation"
"Yamato 74541","H6","21.83","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74542","H6","14.85","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74543","H6","16.47","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74544","H6","9.3800000000000008","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74545","H6","26.65","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74546","Diogenite","7.39","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74547","H6","38.700000000000003","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74548","H6","25.74","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74549","H6","8.19","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74550","H6","80.900000000000006","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74551","H6","20.46","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74552","H6","11.81","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74553","H6","10.98","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74554","H6","5.08","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74555","H6","9.1999999999999993","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74556","H6","14.27","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74557","H6","12.05","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74558","H6","9.6199999999999992","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74559","H6","4.84","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74560","H6","7.82","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74561","H6","6","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74562","H6","5.85","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74563","H6","3","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74564","H6","8.51","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74565","H6","3.92","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74566","H6","11.4","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74567","H6","6.89","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74568","H6","4.12","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74569","H6","0.33","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74570","H6","3.36","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74571","H6","6.61","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74572","H6","1.3","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74573","H6","9.0299999999999994","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74574","H6","4.5999999999999996","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74575","H6","6.48","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74576","H6","7.76","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74577","H6","14.25","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74578","H6","3.14","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74579","H6","7.96","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74580","H6","0.81","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74581","H6","11.5","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74582","H6","7.85","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74583","H6","12.97","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74584","H6","9.82","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74585","H6","8.73","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74586","H6","8.18","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74587","H6","9.9600000000000009","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74588","H6","8.33","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74589","H6","13.44","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74590","H6","4.63","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74591","H6","14.11","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74592","H6","5.57","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74593","H6","21.77","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74594","H6","1.69","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74595","H6","7.49","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74596","H6","1.4","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74597","H6","10.18","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74598","H6","7","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74599","H6","4.21","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74600","H6","2.23","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74601","H6","3","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74602","H6","5.26","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74603","L4","188.7","Found","1974","-71.727780","35.986110","(-71.72778, 35.98611)"
"Yamato 74604","H4","58.57","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74605","L6","580.79999999999995","Found","1974","-71.730560","35.961110","(-71.73056, 35.96111)"
"Yamato 74606","Diogenite","2.95","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74607","H4","0.56000000000000005","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74608","L4","2","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74609","H5","257.2","Found","1974","-71.731940","35.977780","(-71.73194, 35.97778)"
"Yamato 74610","H4","46.8","Found","1974","-71.730560","35.983330","(-71.73056, 35.98333)"
"Yamato 74611","L6","7.4","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74612","L6","2.46","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74613","H6","23.2","Found","1974","-71.726390","35.975000","(-71.72639, 35.975)"
"Yamato 74614","H6","6.92","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74615","H6","6.14","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74616","H6","8.1199999999999992","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74617","H6","6.37","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74618","H6","7.03","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74619","H6","6.01","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74620","H6","4","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74621","H6","4.49","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74622","H6","3.22","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74623","H6","5.45","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74624","H6","4.5999999999999996","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74625","H6","4.17","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74626","H6","3.59","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74627","H6","0.82","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74628","H6","5.31","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74629","H6","6.2","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74630","H6","3.97","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74631","H6","3.23","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74632","H6","3.02","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74633","H6","15.5","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74634","H6","5.22","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74635","H6","4.2699999999999996","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74636","H6","1.22","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74637","H6","2.7","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74638","H6","0.33","Found","1974","0.000000","35.666670","(0.0, 35.66667)"
"Yamato 74639","L5","89.5","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74640","H6","1065.9000000000001","Found","1974","-71.713890","35.997220","(-71.71389, 35.99722)"
"Yamato 74641","CM2","4.59","Found","1974","-71.702780","35.905560","(-71.70278, 35.90556)"
"Yamato 74642","CM2","10.6","Found","1974","-71.702780","35.908330","(-71.70278, 35.90833)"
"Yamato 74643","H5","38.01","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74644","H5","20.45","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74645","H/L4","35.6","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74646","LL6","554.70000000000005","Found","1974","-71.679170","35.977780","(-71.67917, 35.97778)"
"Yamato 74647","H5","2323.8000000000002","Found","1974","-71.695830","36.016670","(-71.69583, 36.01667)"
"Yamato 74648","Diogenite","185.5","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74649","L6","2.83","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74650","L6","163.19999999999999","Found","1974","-71.748610","35.997220","(-71.74861, 35.99722)"
"Yamato 74651","LL6","1.07","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74652","L6","7.9","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74653","H6","1.0900000000000001","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74654","L6","45.02","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74655","L6","10.55","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74656","L4","12.52","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74657","L5","8.94","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74658","H6","11.07","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74659","Ureilite","18.899999999999999","Found","1974","-71.796670","36.084720","(-71.79667, 36.08472)"
"Yamato 74660","LL3.0","27.2","Found","1974","-71.797220","36.152780","(-71.79722, 36.15278)"
"Yamato 74661","H6","5.31","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 74662","CM2","150.9","Found","1974","-71.805830","36.186110","(-71.80583, 36.18611)"
"Yamato 74663","LL6","213.9","Found","1974","-71.500000","35.666670","(-71.5, 35.66667)"
"Ijopega","H6","7330","Fell","1975","-6.033330","145.366670","(-6.03333, 145.36667)"
"Ningbo","Iron, IVA","14250","Fell","1975","29.866670","121.483330","(29.86667, 121.48333)"
"Tambakwatu","L6","10500","Fell","1975","-7.750000","112.766670","(-7.75, 112.76667)"
"Tuxtuac","LL5","30000","Fell","1975","21.666670","-103.366670","(21.66667, -103.36667)"
"Ban Cho Lae","H5","3354","Found","1975","19.088330","99.013890","(19.08833, 99.01389)"
"Brandon","L6/7","7580","Found","1975","40.810000","-101.801670","(40.81, -101.80167)"
"Colony","CO3.0","3912","Found","1975","35.350000","-98.683330","(35.35, -98.68333)"
"Denver City","Iron, ungrouped","26100","Found","1975","33.071390","-102.800280","(33.07139, -102.80028)"
"Eads","H4","4860","Found","1975","38.470000","-102.826670","(38.47, -102.82667)"
"Foster","H4","1992","Found","1975","33.100000","-102.266670","(33.1, -102.26667)"
"Granada Creek","H","479","Found","1975","37.966670","-102.333330","(37.96667, -102.33333)"
"Harlowton","Iron, IAB-ung","4000","Found","1975","46.433330","-109.833330","(46.43333, -109.83333)"
"Haxtun","H/L4","15500","Found","1975","40.456670","-102.578340","(40.45667, -102.57834)"
"Kossuth","Iron, IVA","5900","Found","1975","40.666670","-84.350000","(40.66667, -84.35)"
"Llano River","Iron, IIIAB","4318","Found","1975","30.522130","-99.736980","(30.52213, -99.73698)"
"Mangalo","L6","1050","Found","1975","-33.566670","136.650000","(-33.56667, 136.65)"
"Meadow (a)","H5","1495","Found","1975","33.331390","-102.268890","(33.33139, -102.26889)"
"Millen","H4","40800","Found","1975","32.835280","-81.873890","(32.83528, -81.87389)"
"Moriarty","L","330","Found","1975","34.983330","-106.050000","(34.98333, -106.05)"
"Mundrabilla 004","H5","9.1999999999999993","Found","1975","-30.758330","127.525000","(-30.75833, 127.525)"
"Naryilco","LL6","27000","Found","1975","-28.600000","141.150000","(-28.6, 141.15)"
"New Moore (b)","OC","200","Found","1975","33.118330","-102.113330","(33.11833, -102.11333)"
"Nilpena","Ureilite-pmict","173","Found","1975","-31.083330","138.300000","(-31.08333, 138.3)"
"Perryton","LL6","2114","Found","1975","36.353330","-100.731670","(36.35333, -100.73167)"
"Rancho Gomelia","Iron, IIIAB","15650","Found","1975","24.516670","-105.250000","(24.51667, -105.25)"
"Red Deer Hill","L6","2510","Found","1975","53.075000","-105.841670","(53.075, -105.84167)"
"Snake Bore","H5","66","Found","1975","-31.100000","138.266670","(-31.1, 138.26667)"
"Starvation Lake","LL3.9","12000","Found","1975","-30.466670","141.083330","(-30.46667, 141.08333)"
"Xinyi","H5","69000","Found","1975","34.366670","118.333330","(34.36667, 118.33333)"
"Yamato 75001","Diogenite","3.23","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75002","H4","2.96","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75003","CM2","1.61","Found","1975","-71.833330","35.500000","(-71.83333, 35.5)"
"Yamato 75004","Diogenite","37.14","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75005","L6","0.2","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75006","H5","1.1499999999999999","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75007","Diogenite","2.63","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75008","H7","1.3","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75009","LL6","4.17","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75010","H6","1.29","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75011","Eucrite-pmict","121.5","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75012","H5","69.900000000000006","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75013","L4","1.4","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75014","Diogenite","2.99","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75015","Eucrite-pmict","166.6","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75016","L3","1.49","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75017","L5","87.2","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75018","L4","8.75","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75019","L4","22.7","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75020","H5/6","9.42","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75021","L4","2.4900000000000002","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75022","H6","5.0599999999999996","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75023","L4/5","1.1200000000000001","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75024","L4","2.41","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75025","L4","0.91","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75026","L4","1.29","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75027","H3-6","0.17","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75028","H3-6","6100","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75029","H3.2-6","83.9","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75030","H3-6","14.78","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75031","Iron, ungrouped","60.2","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75032","Diogenite","189.1","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75033","H4","19.100000000000001","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75034","L6","0.34","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75035","L6","1.1200000000000001","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75036","L6","0.44","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75037","L6","0.98","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75038","L6","0.56999999999999995","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75039","L6","0.96","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75040","L6","0.33","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75041","L6","1.29","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75042","L6","0.27","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75043","L6","1.1200000000000001","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75044","L6","1.23","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75045","L6","4","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75046","L6","3.26","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75047","L6","5.55","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75048","L6","2.54","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75049","L6","2.41","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75050","L6","2.46","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75051","L6","3.9","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75052","L6","3.3","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75053","L6","0.84","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75054","L6","0.88","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75055","L6","3.3","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75056","L6","5.86","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75057","L6","3.06","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75058","L6","2.3199999999999998","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75059","L6","1.38","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75060","L6","2.9","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75061","L6","1.1200000000000001","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75062","L6","2.89","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75063","L6","2.46","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75064","L6","3.26","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75065","L6","4.37","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75066","L6","2.75","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75067","L6","1.21","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75068","L6","2.8","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75069","L6","8.1","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75070","L6","4.75","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75071","L6","6.9","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75072","L6","4.66","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75073","L6","1.38","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75074","L6","1.3","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75075","L6","1.52","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75076","L6","1.1499999999999999","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75077","L6","1.67","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75078","L6","1.39","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75079","L6","1.4","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75080","L6","1.44","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75081","L6","1.0900000000000001","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75082","L6","2.98","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75083","L6","1.85","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75084","L6","0.16","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75085","L6","0.16","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75086","L6","0.13","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75087","L6","0.26","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75088","L6","0.070000000000000007","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75089","L6","0.14000000000000001","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75090","L6","0.12","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75092","LL5","1.75","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75093","LL6","0.76","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75094","L6","2.72","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75095","LL5","2.7","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75096","H4","91.8","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75097","L6","2570.1999999999998","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75098","H5","1.39","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75099","H6","1.04","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75100","H6","85","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75101","L6","2.93","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75102","L4/5","11000","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75103","L3","0.71","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75104","H4/5","10.29","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75105","Iron, IIAB","19.600000000000001","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75106","LL3.8","15.8","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75107","H5","6.44","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75108","L6","590.79999999999995","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75109","L6","433.9","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75110","L6","706.9","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75111","L6","104.1","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75112","L6","115.2","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75113","L6","156.80000000000001","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75114","L6","104.2","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75115","L6","110","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75116","L6","40.5","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75117","L6","26.73","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75118","L6","10.64","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75119","L6","41.9","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75120","L6","22.17","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75121","L6","11.21","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75122","L6","0.23","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75123","L6","21.17","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75124","L5","46.9","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75125","L4/5","62.9","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75126","L4/5","63.1","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75127","L6","25.4","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75128","L4","40","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75129","L6","109.2","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75130","L6","25.9","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75131","L6","106.1","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75132","L6","26.76","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75133","L6","82.1","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75134","L6","29","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75135","L5","98.1","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75136","L6","62.8","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75137","L6","27.2","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75138","L6","22.34","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75139","L6","103","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75140","L6","35.9","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75141","L6","11.46","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75142","L6","8.65","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75143","L6","21.59","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75144","L6","14.37","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
