"name","recclass","mass","fall","year","reclat","reclong","GeoLocation"
"Yamato 75145","L6","11","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75146","L6","39.200000000000003","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75147","L6","2.19","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75148","L6","8.51","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75149","L6","2.62","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75150","L6","5.88","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75151","L6","3.74","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75152","L6","3.88","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75153","L6","1.95","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75154","L6","1.81","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75155","L6","3.29","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75156","L6","2.74","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75157","L6","3.69","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75158","L6","7.5","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75159","L6","5","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75160","L6","4.9000000000000004","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75161","L6","2.98","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75162","L6","9.83","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75163","L6","6.75","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75164","L6","5.17","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75165","L6","5.17","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75166","L6","4.78","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75167","L6","5.66","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75168","L6","8.6300000000000008","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75169","L6","3.49","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75170","L6","8.6999999999999993","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75171","L6","6.63","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75172","L6","6.43","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75173","L6","9.85","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75174","L6","6.04","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75175","L6","5.43","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75176","L6","8.9499999999999993","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75177","L6","3.66","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75178","L6","5.43","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75179","L6","7.84","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75180","L6","8.9","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75181","L6","2.1800000000000002","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75182","L6","5.83","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75183","L6","5.1100000000000003","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75184","L6","1.94","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75185","L6","5.73","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75186","L6","4.72","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75187","L6","9.26","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75188","L6","7.19","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75189","L6","6.46","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75190","L6","2.1","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75191","L6","5.9","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75192","L6","9.8699999999999992","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75193","L6","4.51","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75194","L6","6.86","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75195","L6","9.15","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75196","L6","2.25","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75197","L6","6.24","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75198","L6","6.94","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75199","L6","4.87","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75200","L6","2.15","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75201","L6","4.4400000000000004","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75202","L6","9.0399999999999991","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75203","L6","7.12","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75204","L6","3.48","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75205","L6","4.22","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75206","L6","11.7","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75207","L6","1.1599999999999999","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75208","L6","1.0900000000000001","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75209","L6","1.0900000000000001","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75210","L6","1.01","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75211","L6","0.84","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75212","L6","1.1299999999999999","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75213","L6","0.87","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75214","L6","1.1000000000000001","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75215","L6","1.1499999999999999","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75216","L6","0.68","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75217","L6","2.09","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75218","L6","2.39","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75219","L6","3.48","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75220","L6","2.72","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75221","L6","2.91","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75222","L6","2.31","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75223","L6","0.97","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75224","L6","2.74","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75225","L6","1.81","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75226","L6","2.0099999999999998","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75227","L6","1.7","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75228","L6","1.31","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75229","L6","2.98","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75230","L6","1.26","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75231","L6","1.9","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75232","L6","2.41","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75233","L6","1.83","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75234","L6","1.56","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75235","L6","1.73","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75236","L6","2.31","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75237","L6","0.42","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75238","L6","0.51","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75239","L6","0.47","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75240","L6","0.45","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75241","L6","0.63","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75242","L6","0.74","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75243","L6","0.65","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75244","L6","0.39","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75245","L6","0.53","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75246","L6","0.43","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75247","L6","0.13","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75248","L6","0.16","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75249","L6","0.28000000000000003","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75250","L6","0.15","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75251","L6","0.31","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75252","L6","0.41","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75253","L6","0.17","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75254","L6","0.3","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75255","L6","0.3","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75256","L6","0.18","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75257","L6","0.24","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75258","LL6","971","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75259","H6","70","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75260","CV3","4","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75261","EH","0.59","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75262","H5","47.2","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75263","H6","4.49","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75264","L4","3.3","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75265","LL6","0.6","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75266","LL6","0.75","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75267","H6","38.1","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75268","L4","0.67","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75269","H4","87.2","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75270","L5","26.9","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75271","L5","1797.5","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75272","H4","6.34","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75273","LL3","4.92","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75274","Lodranite","5.1100000000000003","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75275","H4","4.6399999999999997","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75276","H6","0.89","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75277","H6","99","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75278","H6","0.31","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75279","LL4-6","2.2200000000000002","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75280","L6","0.64","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75281","H6","20.7","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75282","H6","0.26","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75283","H4","3","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75284","H6","3.82","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75285","Diogenite","3.25","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75286","H4","1.72","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75287","H6","9.4","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75288","L5","93.9","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75289","L5","50.9","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75290","L6","6.33","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75291","H4","23.5","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75292","H5","8.5399999999999991","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75293","CM2","8.1","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75294","LL6","14.26","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75295","Eucrite-pmict","8.8000000000000007","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75296","Eucrite-pmict","8.6","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75297","L4","20.5","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75298","H6","14.59","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75299","Diogenite","9.39","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75300","Winonaite","1.5","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75301","H4","1.06","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75302","R3.8","3.62","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75303","H5","2.6","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75304","H6","22.1","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75305","Winonaite","2.06","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75306","H6","4.09","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75307","Eucrite-pmict","7.9","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Yamato 75308","H5","1.61","Found","1975","-71.500000","35.666670","(-71.5, 35.66667)"
"Acapulco","Acapulcoite","1914","Fell","1976","16.883330","-99.900000","(16.88333, -99.9)"
"Dhajala","H3.8","45000","Fell","1976","22.377780","71.427220","(22.37778, 71.42722)"
"Dowa","Stone-uncl","642","Fell","1976","-13.666670","33.916670","(-13.66667, 33.91667)"
"Grefsheim","L5","45.5","Fell","1976","60.666670","11.000000","(60.66667, 11.0)"
"Junan","L6","950","Fell","1976","35.200000","118.800000","(35.2, 118.8)"
"Qingzhen","EH3","2600","Fell","1976","26.533330","106.466670","(26.53333, 106.46667)"
"Ruhobobo","L6","465.5","Fell","1976","-1.450000","29.833330","(-1.45, 29.83333)"
"Sheyang","L6","605","Fell","1976","33.650000","120.066670","(33.65, 120.06667)"
"Zhuanghe","H5","2900","Fell","1976","39.666670","122.983330","(39.66667, 122.98333)"
"Allan Hills A76001","L6","20151","Found","1976","-76.750000","159.333330","(-76.75, 159.33333)"
"Allan Hills A76002","Iron, IAB-MG","1510","Found","1976","-76.716670","159.666670","(-76.71667, 159.66667)"
"Allan Hills A76003","L6","10495","Found","1976","-76.716670","159.666670","(-76.71667, 159.66667)"
"Allan Hills A76004","LL3.3","305","Found","1976","-76.716670","159.666670","(-76.71667, 159.66667)"
"Allan Hills A76005","Eucrite-pmict","1425","Found","1976","-76.716670","159.666670","(-76.71667, 159.66667)"
"Allan Hills A76006","H6","1137","Found","1976","-76.716670","159.666670","(-76.71667, 159.66667)"
"Allan Hills A76007","L6","410","Found","1976","-76.716670","159.666670","(-76.71667, 159.66667)"
"Allan Hills A76008","H6","1150","Found","1976","-76.716670","159.666670","(-76.71667, 159.66667)"
"Allan Hills A76009","L6","407000","Found","1976","-76.716670","159.666670","(-76.71667, 159.66667)"
"Alvord","Iron, IVA","17500","Found","1976","43.322220","-96.288890","(43.32222, -96.28889)"
"Dengli","H3.8","243.5","Found","1976","39.066670","58.866670","(39.06667, 58.86667)"
"Dunganville","Iron, IIIAB","54000","Found","1976","-42.550000","171.350000","(-42.55, 171.35)"
"Fluvanna (b)","H6","4110","Found","1976","32.903330","-101.162780","(32.90333, -101.16278)"
"Gnowangerup","Iron, IIIAB","33600","Found","1976","-34.000000","118.100000","(-34.0, 118.1)"
"Gunnadorah 002","L5","46","Found","1976","-30.466670","126.183330","(-30.46667, 126.18333)"
"Hangman Crossing","H4","1300","Found","1976","38.919720","-85.947220","(38.91972, -85.94722)"
"Haviland (b)","H5","2092","Found","1976","37.596670","-99.125000","(37.59667, -99.125)"
"Ischgl","LL6","724","Found","1976","47.026330","10.273330","(47.02633, 10.27333)"
"Jerslev","Iron, IIAB","40000","Found","1976","55.608833","11.229167","(55.608833, 11.229167)"
"Kimbolton","H4","7500","Found","1976","-40.071390","175.730280","(-40.07139, 175.73028)"
"Lookout Hill","CM2","16.600000000000001","Found","1976","-30.090560","128.805830","(-30.09056, 128.80583)"
"Luray","OC","861","Found","1976","39.116670","-98.683330","(39.11667, -98.68333)"
"Mar'inka","Iron, IIAB","144","Found","1976","47.900000","37.500000","(47.9, 37.5)"
"Mount Baldr A76001","H6","4108","Found","1976","-77.583890","160.326390","(-77.58389, 160.32639)"
"Mount Baldr A76002","H6","13773","Found","1976","-77.583890","160.373610","(-77.58389, 160.37361)"
"Needmore","OC","1793","Found","1976","34.044720","-102.799170","(34.04472, -102.79917)"
"Pine Dam","L5","200.4","Found","1976","-30.416670","138.000000","(-30.41667, 138.0)"
"Red Rock","Iron, IIIAB","47600","Found","1976","35.416670","-117.916670","(35.41667, -117.91667)"
"Roosevelt County 003","H5","30.3","Found","1976","33.883330","-103.566670","(33.88333, -103.56667)"
"Santa Clara","Iron, IVB","63000","Found","1976","24.466670","-103.350000","(24.46667, -103.35)"
"Seagraves (b)","H5","4600","Found","1976","32.917220","-102.500000","(32.91722, -102.5)"
"Seminole (d)","H6","1710","Found","1976","32.716670","-102.650000","(32.71667, -102.65)"
"Seminole Draw (a)","L6","478","Found","1976","32.716670","-102.650000","(32.71667, -102.65)"
"Seminole Draw (b)","H5","1192.7","Found","1976","32.716670","-102.650000","(32.71667, -102.65)"
"Sligo","H3.9","78","Found","1976","33.118610","-102.740560","(33.11861, -102.74056)"
"St. Francis Bay","L6","531.6","Found","1976","-25.066670","14.883330","(-25.06667, 14.88333)"
"Wardswell Draw","L6","3000","Found","1976","32.903330","-102.925000","(32.90333, -102.925)"
